station_id,name
7898,University Ave / Gerrard St W - SMART(South)
7899,Queens Park Cres / College St
7900,Simcoe St / Elm St
7901,Bloor St W / Kingsmill Rd
7902,Gunns Rd / Lavender Creek Trail
7903,St. Clair Ave W / Symes Rd
7904,Palmerston Blvd / Lennox St
7905,Palmerston Blvd / Herrick St
7906,Princess St / Front St E
7907,365 Lippincott St
7909,E.T Seton Park - South
7910,Eglinton Ave E / Brentcliffe Rd
7911,King St W / York St (2)
7912,Joe Shuster Way / King St W
7913,St. George St / Willcocks St
7914,York St / Wellington St W (2)
7915,Rogers Rd / Watt Ave
7916,University Ave / Pearl St
7917,King St W / University Ave
7918,Albion Rd/ Arcot Blvd
7919,Armel Ct / Albion Rd
7920,75 Tandridge Cres
7921,Islington Ave / Finch Ave W
7922,35 Erindale Ave
7923,Trethewey Dr / Jane St
7924,Duncan St / Adelaide St W - SMART
7925,Niagara St / King St W - SMART
7926,McRae Dr / Laird Dr - SMART
7927,Strachan Ave / East Liberty St - SMART
7928,Simcoe St / Pullan Pl
7929,Spadina Ave / Bulwer St- SMART
7930,Dunn Ave / Queen St W
7931,Symes Rd / Glen Scarlett Rd - SMART
7932,Boston Ave / Queen St E- SMART
7933,Elizabeth St / Elm St
7934,19 Glendora Ave
7935,Ramsden Park
7936,Adelaide St W / Bay St (South)
7937,Adelaide St W / Yonge St
7938,Portland St / Wellington St W
7939,Princes' Gates
7940,Lillian St / Soudan Ave - SMART
7941,Hanna Ave / Snooker St
7942,Hillsdale Ave E / Mount Pleasant Rd
7943,OCAD University
7944,Harbord St / Grace St (Bickford Park)
7945,Front St W / Spadina Ave
7946,Richmond St W / Bathurst St
7947,Niagara St / Queen St W
7948,Bathurst St / Housey St
7949,Thompson St / Carroll St
7950,Crawford St / Lobb Ave
7951,Fort York Blvd / Grand Magazine St
7952,Adelaide St W / York St
7953,Church St / Shuter St
7954,Adelaide St E / Parliament St
7955,Wellesley St E / Jarvis St
7956,Benshire Dr / The Meadoway
7957,Brimley Rd / Lawrence Ave E
7958,Centennial College (Ashtonbee Campus)
7959,Bellamy Rd N / The Meadoway
7960,Markham Rd / The Meadoway
7961,Ellesmere Rd / Markham Rd
7962,Slan Ave / Scarborough Golf Club Rd
7963,Cedar Dr / Eglinton Ave E
7964,Kennedy Rd/Ranstone Gdns (Jack Goodlad Park)
7965,Eglinton Ave E / Brimley Rd
7966,Albany Ave / Dupont St
7967,Gordonridge Pl / Danforth Rd
7968,McCowan Rd / Trudelle St
7969,Bayview Ave / Finch Recreational Trail
7970,Willowdale Ave / Bishop Ave
7971,Talbot Rd / Finch Hydro Corridor
7972,Eglinton Ave E / Mason Rd
7973,Lawrence Ave E / Don Mills Trail
7974,Kempford Blvd / Yonge St
7975,Empress Ave / Yonge St
7976,Yonge St / Sheppard Ave E
7977,Leslie Subway Station
7978,Yonge St / North York Blvd
7979,Bond Ave / Don Mills Trail
7980,Scarlett Rd / Clairton Cres
7981,Duncan Mill Rd / Valleybrook Dr
7982,Finch Ave W / Wilmington Ave
7983,York Mills Rd / Lesmill Rd
7984,Lake Shore Blvd W / Bathurst St
7985,Hawksbury Dr / Sheppard Ave E
7986,Sheppard Ave E / Leslie St
7987,Shaughnessy Blvd / Sheppard Ave E
7988,Brahms Ave / Finch Ave E
7989,Don Mills Rd / Fairview Mall Dr
7990,Don Mills Rd / Goodview Rd
7991,Kingston Rd / Markham Rd
7992,Fairglen Cres / Weston Rd
7993,Wells St / Brunswick Ave
7994,Eglinton Ave E / Victoria Park Ave
7995,Eglinton Ave W / Oakwood Ave
7996,Scarborough GO Station
7997,3220 Bloor St W
7998,Eglinton West Subway Station
7999,Lawrence Ave W / Marlee Ave
8000,16 Riverview Gardens
8001,Union Station (North)
8002,Grantbrook St / Finch Hydro Corridor Trail
8003,Tecumseth St / Tecumseth Pl
8004,21 Pleasant Blvd (1)
8005,21 Pleasant Blvd (2)
8006,803 Richmond St W
8007,385 Pacific Ave
8008,Brookdale Ave / Yonge St
8009,1 Shortt St
8010,Finch Ave W / Bathurst St
8011,33 Queen St E
8012,Cherry St / Polson St
8013,Logan Ave / Eastern Ave - SMART
8014,Wellington St W / Blue Jays Way
8015,Spadina Ave / Dundas St W - SMART
8016,Queens Quay E / Freeland St
8017,Pharmacy Ave / Eglinton Ave E
8018,Saulter St / Queen St E - SMART
8020,Euclid Ave / Queen St W - SMART
8021,Torresdale Ave / Finch Ave W
8022,Sunrise Ave / Victoria Park Ave
8023,Shaw St / College St
8025,Front St E / Scott St (2)
8026,Jack Layton Ferry Terminal
8031,Ancaster Rd / Spalding Rd
8032,Roding St / Nash Dr
8033,Ridge Rd / Wilson Ave
8034,Exbury Rd / Jane St
8035,Dubray Ave / Wilson Ave
8036,Jane St / Sheppard Ave W
8037,Bathurst St / Sheppard Ave W
8038,Finch Ave E / Upper Don Recreational Trail
8039,Ruddington Dr / Finch Recreational Trail
8040,Old Cummer GO Station
8041,Wilmington Ave / Kennard Ave
8042,Fairview Mall Dr / Fairview Mall Dr E
8043,Birchmount Rd / The Meadoway
8046,Markham Rd / Cougar Crt
8047,Lawrence Ave E / Overture Rd
8049,YZD
8050,Wilson Ave / Transit Rd (TTC Subway Station)
8051,Homewood Ave / Wellesley St E - SMART
8052,Warden Ave / The Meadoway
8053,Galloway Rd / Kingston Rd
8054,Sheppard Ave E / Brian Dr
8055,Sheppard Ave E / Willowdale Ave
8056,Parkway Forest Dr / Forest Manor Rd (North)
8057,Parkway Forest Dr / Forest Manor Rd (South)
8058,Maxome Ave / Finch Hydro Corridor
8059,Ionview Rd / Eglinton Ave E
8060,Gilder Dr / Midland Ave
8061,Stansbury Cr / Midland Ave
8062,Bay St / King St W
8063,Maida Vale Park
8064,Kennedy Rd / Bertrand Ave
8065,Brockley Dr / Lawrence Ave E
8066,Danforth Rd / Savarin St
8073,Finch Ave E / Midland Ave
8074,Huntingwood Dr / Midland Ave
8075,Marine Parade Dr / Humber Bay Shores Park Trl
8076,Warden Ave / Huntingwood Dr
8077,Silver Springs Blvd / Birchmount Rd
8078,Victoria Park Ave / Patrick Blvd
8079,Aurora Ct / Bridletowne Cir
8080,Bay Mills Blvd / Birchmount Ave
8081,Bridlewood Park
8082,Village Green Square
8083,Eastview Park
8084,Grenville St / Yonge St
8085,Lawrence Ave W / Bathurst St
8086,Lawrence Ave W / Dufferin St
8087,Front St E / Cooperage St
8088,Lawrence Ave W / Renfield St
8089,Lawrence Ave W / Pine St
8090,Church St / Cypress St
8091,Rockcliffe Blvd / Alliance Ave
8092,Jane St / Woolner Ave (Woolner Park)
8093,Jane St / Spenvalley Dr
8094,Baycrest Ave / Bathurst St
8096,Commissioners St / Bouchette St
8099,Jane St / Milo Park Gt
8101,Pape Ave / Hopedale Ave
8102,Sheppard Ave W / Magellan Dr
8104,Toronto Public Library - Agincourt
8105,Kennedy Rd / Finch Recreational Trail
8106,Memorial Park Ave / Kimbourne Ave
8107,Pitfield Rd / McCowan Rd
8108,Agincourt Recreation Centre
8109,Brimley Rd / E Highland Creek Trail
8110,Midland Ave / Finch Recreational Trail
8111,Brimwood Blvd / North Scarborough Green Loop
8112,Bernadine St / Brimley Rd
8113,Leslie Lookout Park
8114,Dulverton Rd / Birchmount Rd
8115,Lawrence Ave E / Burnview Cres
8117,Valparaiso Ave / Lawrence Ave E
8118,Clover Hill Park - SMART
8119,Thistletown Community Centre
8120,Albion Rd / Kipling Ave (Albion Arena)
8122,Silverstone Dr / Stevenson Rd
8123,Martin Grove Rd / Lexington Ave
8125,John Garland Blvd / Jamestown Cres
8128,Queen_s Plate Dr / Rexdale Blvd
8129,Don Mills Rd / Barber Greene Rd
8130,Gateway Blvd (South) / Don Mills Rd
8131,Rochefort Dr / Don Mills Rd
8133,Aga Khan Museum and Park (Wynford Dr)
8134,Eglinton Ave E / Sloane Ave
8137,95 Beecroft Rd
8138,Scarborough Town Centre
8139,Knob Hill Park
8141,Brimley Rd / Brimorton Dr
8142,Kitchener Rd / Kingston Rd
8143,Test Pillar Station in Shift Warehouse
8144,James Gardens
8146,George St S / The Esplanade
8147,Widmer St / Adelaide St W (South)
8148,Simcoe St / Wellington St W (North) 2
8149,Danforth Rd / St Clair Ave E
8150,Birchmount Rd / Eglinton Ave E
8151,Corvette Ave / Kennedy Rd
8152,Surrey Pl / Dr. Emily Stowe Way - SMART
8153,Neilson Rd / Ellesmere Rd
8154,Mornelle Ct / Ellesmere Rd
8156,Scarborough Golf Club Rd / Lawrence Ave E
8157,Confederation Dr / Greencrest Cr
8158,Livonia Pl / Neilson Rd
8159,Lawrence Ave E / Orton Park Rd
8160,Lawrence Ave E / Mossbank Dr
8162,Dan Leckie Way / Fort York Blvd
8163,Strachan Ave / Ordnance St
8164,Keelegate Dr / Keele St
8165,Ranee Ave / Flemington Rd (North)
8166,Lawrence East Station
8167,Woburn Ave / Avenue Rd
8168,Portland St / Front St W
8169,William Cragg Dr / Jane St
8170,Munition St / Commissioners St
8171,Grafton Ave / Roncesvalles Ave
8172,Silverthorn Ave / Pryor Ave
8173,St. Clair Ave W / Poplar Plains Rd
8174,Wellington St E / Church St
8175,Simcoe St / Wellington St W (North) 3
8176,9 Willingdon Blvd
8177,Linkwood Ln / Spanbridge Rd
8178,Agincourt GO Station
8179,McCowan Rd / Brimorton Dr
8180,Osler Playground (Argyle St)
8181,Cherry St / Commissioners St
8182,Biidaasige Park (11 Munition St)
8183,Dufferin St / King St W
8184,Antibes Dr / Bathurst St
8185,Laird Crosstown Station
8187,Glen Rd / Bloor St
8188,16 John St
8189,25 St. Mary St
8190,1651 Queen St E
8191,1141 Eastern Ave
8193,7 Norton Ave
8199,7 Bartlett Ave
8200,14 Fuller Ave
8201,Falmouth Ave / Eglinton Ave E
8202,Corporate Dr / Lee Centre Dr
8205,Markham Rd / Blakemanor Blvd
8206,Richmond St E / Yonge St (2)
8207,45 Trudelle St
8208,Surrey Ave / Victoria Park Ave
8210,Brimorton Dr / Orton Park Rd
8212,9 Emerson Ave
8213,Yonge St / College St
8214,Lansdowne Ave / Dupont St
8215,Dundas St W / McCaul St
8216,Davenport Rd / Dovercourt Rd
8217,Lawrence Ave E / Don Mills Rd
8218,Bessarion Rd / Sheppard Ave E
8219,Kennedy Station
8220,Heron Park Community Centre
8221,Ling Rd / Lawrence Ave E
8222,NycLab
8224,439 Wellington St W
8226,O'Connor Dr / Dohme Ave
8227,Keele St / Ewart Ave
